Filename,F0_mid,F0_median,Duration(ms.)
Clip8,468,286,2983
Clip8,262,297,1298.657
Clip8,227,294,511.599
Clip8,NA,395,2327.15
Clip8,263,258,1631.627
Clip8,375,289,2842.615
Clip8,NA,248,1844.013
Clip8,221,256,2787
Clip8,348,407,490.604
Clip8,NA,237,720.063
Clip8,470,434,386.896
Clip8,354,235,1752.063
Clip8,NA,205,1890.267
Clip8,161,224,1408.962
Clip8,NA,176,1379.966
Clip8,NA,189,2335.238
Clip8,206,187,823.812
Clip8,179,176,946.5
Clip8,NA,406,2151.297
Clip8,228,225,1672.531
Clip8,243,278,1690.424
Clip9,NA,241,508.006
Clip9,NA,282,2350.161
Clip9,310,352,955.805
Clip9,NA,276,2870.106
Clip9,260,253,506.388
Clip9,245,284,2068.687
Clip9,368,361,838.962
Clip9,NA,415,4023.598
Clip9,NA,309,648.688
Clip9,144,242,1448.062
Clip9,302,302,3438.562
Clip9,254,357,4888.688
Clip9,499,494,1978.375
Clip9,NA,363,3928.938
Clip9,379,308,4310.312
Clip9,329,283,1798.25
Clip9,267,244,2248.25
Clip9,472,464,3594.01
Clip9,NA,373,3017.24
Clip9,NA,487,480.125
Clip9,312,440,749.375
Clip9,536,365,598.75
Clip9,NA,352,1318.428
Clip9,NA,390,2716.875
Clip9,NA,385,828.496
Clip9,409,399,2208.312
Clip9,208,217,3598.5
Clip9,NA,213,6751.688
Clip9,NA,353,2138.5
Clip9,188,334,4278.437
Clip9,250,302,4349.691
Clip9,NA,342,16381.146
Clip9,427,380,1686.58
Clip9,NA,317,8200.727
Clip9,NA,398,5847.913
Clip9,290,299,5205.33
Clip9,338,302,3869.326
Clip9,NA,349,6337.876
Clip9,NA,359,2493.926
Clip9,505,491,4648.384
Clip9,NA,330,3778
Clip9,358,434,6168.688
Clip9,270,427,3208.625
Clip9,NA,247,5228.072
Clip9,322,337,13163.428
Clip9,335,365,2558.687
Clip9,NA,354,7528.044
Clip9,364,367,2943.005
Clip9,NA,423,1254.42
Clip9,213,354,6348.105
Clip9,272,383,2578.25
Clip9,250,326,5824.125
Clip9,290,473,6523.5
Clip9,460,361,658.688
Clip9,NA,471,2858.375
Clip9,489,477,1147.75
Clip9,NA,382,5838.75
Clip9,NA,383,2448.875
Clip9,505,483,1908.875
Clip9,NA,421,1907.562
Clip9,557,485,1892.533
Clip9,324,331,934.275
Clip9,NA,346,1088.929
Clip9,303,361,1365.884
Clip9,NA,337,1517.348
Clip9,NA,411,2079
Clip9,524,509,2751.915
Clip9,NA,405,1031.068
Clip59,490,474,1922.662
Clip59,NA,401,2540.1
Clip59,435,380,2908.486
Clip59,NA,246,1640.937
Clip59,210,200,1726.766
Clip59,NA,271,3064.298
Clip59,NA,338,2108.313
Clip59,NA,168,1999.584
Clip59,NA,294,1116.651
Clip59,NA,299,2280.631
Clip59,264,260,2892.181
Clip59,NA,258,2029.25
Clip59,240,235,342.128
